HOLE:	995B
LEG:	164
TOP:	133.960007
BOTTOM:	657.911194
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohmm	ohmm	ohmm
449.2756	1.0254	1.0177	0.9916
449.4280	1.0134	1.0010	1.0177
449.5804	1.0165	0.9746	0.9740
449.7328	1.0166	0.9535	0.9441
449.8852	1.0153	0.9483	0.9439
450.0376	1.0146	0.9619	0.9419
450.1900	1.0152	0.9885	0.9470
450.3424	1.0164	1.0151	0.9911
450.4948	1.0136	1.0284	1.0320
450.6472	1.0195	1.0245	1.0376
450.7996	1.0220	1.0098	1.0331
450.9520	1.0244	0.9944	1.0266
451.1044	1.0298	0.9860	1.0221
451.2568	1.0323	0.9864	1.0098
451.4092	1.0286	0.9914	0.9892
451.5616	1.0197	0.9958	0.9945
451.7140	1.0211	0.9971	0.9901
451.8664	1.0247	0.9962	0.9836
452.0188	1.0309	0.9962	0.9708
452.1712	1.0307	0.9999	0.9627
452.3236	1.0263	1.0053	0.9835
452.4760	1.0300	1.0068	1.0352
452.6284	1.0376	1.0025	1.0405
452.7808	1.0432	0.9979	1.0102
452.9332	1.0470	1.0014	0.9936
453.0856	1.0473	1.0161	1.0058
453.2380	1.0417	1.0358	1.0060
453.3904	1.0429	1.0490	1.0138
453.5428	1.0476	1.0491	1.0061
453.6952	1.0479	1.0399	0.9796
453.8476	1.0465	1.0292	0.9838
454.0000	1.0435	1.0215	0.9915
454.1524	1.0396	1.0177	0.9840
454.3048	1.0372	1.0172	0.9851
454.4572	1.0369	1.0198	0.9962
454.6096	1.0371	1.0258	0.9960
454.7620	1.0372	1.0340	0.9858
454.9144	1.0372	1.0413	0.9862
455.0668	1.0369	1.0443	0.9968
455.2192	1.0369	1.0420	1.0047
455.3716	1.0420	1.0363	1.0111
455.5240	1.0443	1.0304	1.0093
455.6764	1.0439	1.0269	1.0120
455.8288	1.0408	1.0261	1.0139
455.9812	1.0305	1.0243	1.0098
456.1336	1.0210	1.0162	1.0128
456.2860	1.0185	1.0006	0.9831
456.4384	1.0167	0.9817	0.9540
456.5908	1.0045	0.9642	0.9246
456.7432	0.9903	0.9506	0.9190
456.8956	0.9818	0.9411	0.8914
457.0480	0.9770	0.9348	0.9070
457.2004	0.9748	0.9326	0.8902
457.3528	0.9832	0.9383	0.8808
457.5052	0.9930	0.9560	0.9155
457.6576	0.9993	0.9859	0.9214
457.8100	1.0044	1.0228	0.9332
457.9624	1.0143	1.0559	0.9521
458.1148	1.0219	1.0716	0.9689
458.2672	1.0369	1.0654	1.0129
458.4196	1.0528	1.0472	1.0236
458.5720	1.0591	1.0313	1.0238
458.7244	1.0611	1.0251	1.0293
458.8768	1.0605	1.0270	1.0535
459.0292	1.0511	1.0298	1.0480
459.1816	1.0428	1.0267	1.0040
459.3340	1.0415	1.0183	0.9725
459.4864	1.0413	1.0107	0.9561
459.6388	1.0431	1.0097	0.9529
459.7912	1.0439	1.0169	0.9571
459.9436	1.0443	1.0291	0.9507
460.0960	1.0437	1.0399	0.9790
460.2484	1.0430	1.0444	0.9870
460.4008	1.0501	1.0410	0.9935
460.5532	1.0473	1.0290	1.0042
460.7056	1.0361	1.0085	0.9942
460.8580	1.0287	0.9836	1.0001
461.0104	1.0215	0.9595	1.0006
461.1628	0.9795	0.9377	0.9911
461.3152	0.9321	0.9167	0.8945
461.4676	0.9169	0.8958	0.7695
461.6200	0.9104	0.8770	0.7832
461.7724	0.9042	0.8653	0.7884
461.9248	0.8922	0.8649	0.7887
462.0772	0.8891	0.8758	0.8129
462.2296	0.8922	0.8929	0.8809
462.3820	0.9041	0.9091	0.8848
462.5344	0.9191	0.9189	0.8895
462.6868	0.9362	0.9191	0.9335
462.8392	0.9430	0.9137	0.9690
462.9916	0.9464	0.9111	0.9280
463.1440	0.9502	0.9166	0.9330
463.2964	0.9565	0.9289	0.8975
463.4488	0.9576	0.9426	0.8614
463.6012	0.9540	0.9527	0.8756
463.7536	0.9646	0.9570	0.9069
463.9060	0.9881	0.9576	0.9149
464.0584	1.0055	0.9576	0.9214
464.2108	1.0169	0.9603	0.9635
464.3632	1.0242	0.9708	0.9920
464.5156	1.0333	0.9920	1.0149
464.6680	1.0417	1.0203	1.0403
464.8204	1.0502	1.0449	1.0592
464.9728	1.0539	1.0548	1.0389
465.1252	1.0560	1.0477	1.0048
465.2776	1.0576	1.0322	0.9898
465.4300	1.0499	1.0201	0.9901
465.5824	1.0392	1.0164	0.9825
465.7348	1.0331	1.0193	0.9776
465.8872	1.0324	1.0245	1.0136
466.0396	1.0350	1.0295	1.0317
466.1920	1.0374	1.0335	0.9987
466.3444	1.0352	1.0373	0.9979
466.4968	1.0365	1.0410	1.0068
466.6492	1.0385	1.0425	0.9776
466.8016	1.0381	1.0394	0.9934
466.9540	1.0404	1.0319	1.0156
467.1064	1.0402	1.0224	0.9916
467.2588	1.0378	1.0149	0.9856
467.4112	1.0382	1.0130	0.9900
467.5636	1.0397	1.0173	0.9885
467.7160	1.0386	1.0253	1.0011
467.8684	1.0373	1.0331	0.9996
468.0208	1.0393	1.0385	1.0109
468.1732	1.0398	1.0413	1.0350
468.3256	1.0415	1.0423	1.0023
468.4780	1.0456	1.0427	1.0002
468.6304	1.0475	1.0437	1.0209
468.7828	1.0469	1.0461	1.0060
468.9352	1.0464	1.0490	0.9807
469.0876	1.0432	1.0491	0.9999
469.2400	1.0360	1.0421	1.0315
469.3924	1.0346	1.0260	0.9961
469.5448	1.0287	1.0032	0.9628
469.6972	1.0184	0.9794	0.9784
469.8496	1.0111	0.9597	0.9689
470.0020	1.0034	0.9455	0.9209
470.1544	0.9978	0.9350	0.9045
470.3068	0.9929	0.9269	0.8651
470.4592	0.9879	0.9212	0.8900
470.6116	0.9783	0.9177	0.9022
470.7640	0.9686	0.9141	0.9082
470.9164	0.9686	0.9071	0.9070
471.0688	0.9698	0.8964	0.9040
471.2212	0.9774	0.8865	0.8913
471.3736	0.9992	0.8859	0.8747
471.5260	1.0012	0.9007	0.8676
471.6784	1.0025	0.9293	0.9057
471.8308	1.0044	0.9627	0.9076
471.9832	1.0150	0.9869	0.9039
472.1356	1.0153	0.9905	0.9172
472.2880	1.0166	0.9732	0.9172
472.4404	1.0204	0.9459	0.9263
472.5928	1.0142	0.9203	0.9283
472.7452	1.0032	0.9025	0.9342
472.8976	1.0121	0.8967	0.9075
473.0500	1.0152	0.9067	0.8453
473.2024	1.0159	0.9321	0.8424
473.3548	1.0160	0.9653	0.8573
473.5072	1.0170	0.9938	0.9386
473.6596	1.0172	1.0082	0.9468
473.8120	1.0422	1.0103	0.9153
473.9644	1.0608	1.0101	0.9116
474.1168	1.0646	1.0130	0.9328
474.2692	1.0661	1.0146	0.9560
474.4216	1.0601	1.0089	0.9587
474.5740	1.0553	0.9974	0.9597
474.7264	1.0564	0.9864	0.9434
474.8788	1.0575	0.9803	0.9289
475.0312	1.0604	0.9815	0.9234
475.1836	1.0592	0.9893	0.9235
475.3360	1.0508	1.0009	0.9527
475.4884	1.0455	1.0118	1.0320
475.6408	1.0419	1.0172	1.0571
475.7932	1.0473	1.0152	1.0506
475.9456	1.0598	1.0090	1.0191
476.0980	1.0677	1.0059	0.9736
476.2504	1.0656	1.0122	0.9571
476.4028	1.0632	1.0270	0.9605
476.5552	1.0634	1.0423	0.9757
476.7076	1.0600	1.0482	1.0035
476.8600	1.0599	1.0410	1.0192
477.0124	1.0633	1.0256	1.0199
477.1648	1.0633	1.0116	1.0120
477.3172	1.0616	1.0062	1.0054
477.4696	1.0598	1.0105	1.0040
477.6220	1.0543	1.0191	1.0012
477.7744	1.0458	1.0247	1.0005
477.9268	1.0424	1.0240	0.9899
478.0792	1.0438	1.0195	0.9800
478.2316	1.0445	1.0166	0.9802
478.3840	1.0459	1.0186	0.9727
478.5364	1.0482	1.0246	0.9776
478.6888	1.0525	1.0304	0.9990
478.8412	1.0601	1.0335	1.0192
478.9936	1.0653	1.0353	1.0309
479.1460	1.0688	1.0390	1.0293
479.2984	1.0725	1.0458	1.0261
479.4508	1.0708	1.0529	1.0308
479.6032	1.0675	1.0541	1.0441
479.7556	1.0662	1.0454	1.0242
479.9080	1.0640	1.0294	1.0011
480.0604	1.0565	1.0128	0.9885
480.2128	1.0414	0.9990	0.9639
480.3652	1.0217	0.9849	0.9659
480.5176	1.0113	0.9649	0.9629
480.6700	1.0063	0.9382	0.9548
480.8224	1.0010	0.9120	0.9114
480.9748	0.9926	0.8955	0.8619
481.1272	0.9841	0.8930	0.8415
481.2796	0.9711	0.9007	0.8519
481.4320	0.9583	0.9103	0.8701
481.5844	0.9493	0.9144	0.8770
481.7368	0.9441	0.9100	0.8849
481.8892	0.9407	0.8998	0.8673
482.0416	0.9406	0.8894	0.8459
482.1940	0.9413	0.8827	0.8402
482.3464	0.9245	0.8805	0.8123
482.4988	0.9124	0.8819	0.8016
482.6512	0.9049	0.8828	0.8004
482.8036	0.8925	0.8749	0.8140
482.9560	0.8757	0.8531	0.8562
483.1084	0.8887	0.8252	0.8083
483.2608	0.8937	0.8077	0.7333
483.4132	0.8988	0.8150	0.7442
483.5656	0.9083	0.8512	0.7517
483.7180	0.9176	0.9052	0.8000
483.8704	0.9254	0.9528	0.9021
484.0228	0.9322	0.9753	0.9290
484.1752	0.9543	0.9763	0.9542
484.3276	0.9932	0.9682	0.9590
484.4800	1.0053	0.9555	0.9670
484.6324	1.0120	0.9382	0.9825
484.7848	1.0161	0.9173	0.9957
484.9372	1.0230	0.8990	0.9914
485.0896	1.0284	0.8941	0.9221
485.2420	1.0317	0.9106	0.9062
485.3944	1.0344	0.9465	0.9448
485.5468	1.0362	0.9914	0.9626
485.6992	1.0414	1.0306	0.9617
485.8516	1.0536	1.0505	0.9580
486.0040	1.0628	1.0451	0.9718
486.1564	1.0650	1.0203	0.9974
486.3088	1.0675	0.9882	1.0021
486.4612	1.0770	0.9612	0.9997
486.6136	1.0876	0.9497	0.9360
486.7660	1.0754	0.9576	0.9452
486.9184	1.0649	0.9789	1.0088
487.0708	1.0616	1.0024	1.0240
487.2232	1.0605	1.0176	1.0311
487.3756	1.0579	1.0180	0.9868
487.5280	1.0553	1.0050	0.9368
487.6804	1.0618	0.9891	0.9563
487.8328	1.0624	0.9815	0.9243
487.9852	1.0607	0.9902	0.9202
488.1376	1.0567	1.0175	0.9291
488.2900	1.0537	1.0509	0.9310
488.4424	1.0115	1.0612	0.9799
488.5948	0.9932	1.0293	0.9845
488.7472	0.9872	0.9679	0.9196
488.8996	0.9832	0.9050	0.9108
489.0520	0.9844	0.8645	0.9200
489.2044	0.9869	0.8573	0.8443
489.3568	0.9695	0.8811	0.8009
489.5092	0.9642	0.9223	0.8611
489.6616	0.9596	0.9623	0.8901
489.8140	0.9572	0.9825	0.8923
489.9664	0.9783	0.9751	0.9583
490.1188	0.9961	0.9516	0.9520
490.2712	0.9991	0.9302	0.9297
490.4236	1.0004	0.9216	0.9313
490.5760	1.0017	0.9273	0.9125
490.7284	1.0022	0.9438	0.8970
490.8808	1.0006	0.9632	0.9361
491.0332	0.9941	0.9770	0.9232
491.1856	0.9981	0.9814	0.9235
491.3380	0.9973	0.9782	0.9258
491.4904	0.9960	0.9711	0.9262
491.6428	0.9888	0.9639	0.9302
491.7952	0.9782	0.9568	0.9307
491.9476	0.9788	0.9482	0.9479
492.1000	0.9777	0.9388	0.9199
492.2524	0.9762	0.9330	0.9054
492.4048	0.9722	0.9344	0.9050
492.5572	0.9668	0.9428	0.8941
492.7096	0.9644	0.9536	0.9154
492.8620	0.9646	0.9611	0.8757
493.0144	0.9663	0.9645	0.8827
493.1668	0.9854	0.9671	0.8965
493.3192	0.9965	0.9721	0.9014
493.4716	0.9987	0.9798	0.9104
493.6240	1.0016	0.9883	0.9795
493.7764	1.0057	0.9954	0.9902
493.9288	1.0160	1.0010	1.0158
494.0812	1.0318	1.0074	1.0047
494.2336	1.0374	1.0168	0.9841
494.3860	1.0398	1.0294	0.9946
494.5384	1.0379	1.0425	0.9990
494.6908	1.0307	1.0500	1.0000
494.8432	1.0249	1.0453	1.0099
494.9956	1.0245	1.0260	0.9796
495.1480	1.0271	0.9978	0.9707
495.3004	1.0265	0.9718	0.9714
495.4528	1.0153	0.9576	0.9633
495.6052	1.0069	0.9575	0.9569
495.7576	0.9989	0.9669	0.9223
495.9100	0.9963	0.9776	0.8948
496.0624	0.9950	0.9842	0.9036
496.2148	0.9968	0.9848	0.9124
496.3672	0.9988	0.9794	0.9260
496.5196	0.9922	0.9675	0.9314
496.6720	0.9906	0.9492	0.9290
496.8244	0.9879	0.9276	0.9275
496.9768	0.9856	0.9084	0.9264
497.1292	0.9898	0.8974	0.9193
497.2816	0.9821	0.8949	0.8902
497.4340	0.9582	0.8933	0.9024
497.5864	0.9449	0.8822	0.8925
497.7388	0.9358	0.8580	0.8948
497.8912	0.9183	0.8260	0.8889
498.0436	0.9098	0.7979	0.8017
498.1960	0.9135	0.7855	0.7480
498.3484	0.9127	0.7960	0.7508
498.5008	0.9144	0.8303	0.7489
498.6532	0.9180	0.8838	0.7380
498.8056	0.9312	0.9428	0.7686
498.9580	0.9452	0.9843	0.9090
499.1104	0.9795	0.9944	0.9772
499.2628	1.0017	0.9806	0.9880
499.4152	1.0152	0.9597	0.9959
499.5676	1.0268	0.9456	0.9976
499.7200	1.0346	0.9459	0.9633
499.8724	1.0392	0.9624	0.9481
500.0248	1.0403	0.9907	0.9643
500.1772	1.0326	1.0221	0.9908
500.3296	1.0231	1.0438	1.0034
500.4820	1.0130	1.0454	0.9993
500.6344	1.0100	1.0287	0.9971
500.7868	1.0059	1.0065	1.0029
500.9392	1.0067	0.9890	0.9956
501.0916	1.0034	0.9787	0.9764
501.2440	0.9995	0.9746	0.9620
501.3964	0.9894	0.9739	0.9384
501.5488	0.9848	0.9733	0.9550
501.7012	0.9694	0.9710	0.9524
501.8536	0.9683	0.9681	0.9453
502.0060	0.9702	0.9668	0.9385
502.1584	0.9745	0.9712	0.9330
502.3108	0.9755	0.9831	0.9357
502.4632	0.9748	0.9978	0.9397
502.6156	0.9680	1.0061	0.9524
502.7680	0.9667	1.0029	0.9726
502.9204	0.9665	0.9903	0.9808
503.0728	0.9699	0.9746	0.9961
503.2252	0.9736	0.9626	0.9634
503.3776	0.9741	0.9577	0.9437
503.5300	0.9753	0.9579	0.9439
503.6824	0.9742	0.9603	0.9339
503.8348	0.9699	0.9627	0.9410
503.9872	0.9663	0.9643	0.9438
504.1396	0.9754	0.9644	0.9382
504.2920	0.9794	0.9632	0.9125
504.4444	0.9856	0.9610	0.9004
504.5968	0.9723	0.9596	0.9283
504.7492	0.9626	0.9614	0.9525
504.9016	0.9605	0.9637	0.9022
505.0540	0.9593	0.9565	0.9294
505.2064	0.9551	0.9333	0.9433
505.3588	0.9415	0.9028	0.8751
505.5112	0.9515	0.8837	0.7949
505.6636	0.9537	0.8909	0.7909
505.8160	0.9498	0.9264	0.8036
505.9684	0.9527	0.9741	0.8081
506.1208	0.9548	1.0057	0.8539
506.2732	0.9566	1.0055	0.9086
506.4256	0.9664	0.9848	0.9432
506.5780	0.9998	0.9629	0.9660
506.7304	0.9971	0.9486	0.9879
506.8828	0.9844	0.9386	1.0034
507.0352	0.9820	0.9243	0.9934
507.1876	0.9798	0.9022	0.9883
507.3400	0.9797	0.8803	0.9457
507.4924	0.9846	0.8720	0.8604
507.6448	0.9743	0.8853	0.8788
507.7972	0.9646	0.9201	0.9012
507.9496	0.9619	0.9675	0.9046
508.1020	0.9627	1.0063	0.9067
508.2544	0.9636	1.0147	0.9487
508.4068	0.9716	0.9955	0.9213
508.5592	1.0033	0.9727	0.8629
508.7116	1.0122	0.9668	0.8941
508.8640	1.0008	0.9835	0.9345
509.0164	0.9966	1.0116	0.9778
509.1688	0.9977	1.0296	1.0109
509.3212	1.0016	1.0263	0.9954
509.4736	1.0074	1.0102	0.9403
509.6260	1.0114	0.9934	0.9749
509.7784	1.0088	0.9808	0.9820
509.9308	0.9904	0.9716	0.9750
510.0832	0.9803	0.9639	0.9767
510.2356	0.9773	0.9568	0.9806
510.3880	0.9745	0.9512	0.9745
510.5404	0.9688	0.9478	0.9617
510.6928	0.9688	0.9458	0.9399
510.8452	0.9658	0.9449	0.9201
510.9976	0.9629	0.9465	0.9348
511.1500	0.9610	0.9511	0.9435
511.3024	0.9587	0.9551	0.9479
511.4548	0.9486	0.9506	0.9506
511.6072	0.9429	0.9317	0.9093
511.7596	0.9379	0.9022	0.8406
511.9120	0.9349	0.8734	0.8287
512.0644	0.9332	0.8558	0.8420
512.2168	0.9318	0.8531	0.8492
512.3692	0.9214	0.8612	0.8568
512.5216	0.9143	0.8730	0.8444
512.6740	0.9152	0.8830	0.8364
512.8264	0.9117	0.8885	0.8489
512.9788	0.9107	0.8883	0.8510
513.1312	0.9111	0.8814	0.8285
513.2836	0.9098	0.8696	0.8312
513.4360	0.9059	0.8571	0.8145
513.5884	0.9073	0.8490	0.8078
513.7408	0.8903	0.8479	0.8228
513.8932	0.8777	0.8521	0.8190
514.0456	0.8714	0.8560	0.8109
514.1980	0.8588	0.8525	0.8141
514.3504	0.8487	0.8405	0.8045
514.5028	0.8535	0.8276	0.7390
514.6552	0.8607	0.8241	0.7200
514.8076	0.8629	0.8351	0.7615
514.9600	0.8621	0.8574	0.7880
515.1124	0.8608	0.8792	0.8264
515.2648	0.8756	0.8891	0.8701
515.4172	0.8872	0.8875	0.8852
515.5696	0.8968	0.8858	0.9080
515.7220	0.9250	0.8953	0.9136
515.8744	0.9597	0.9213	0.9418
516.0268	0.9747	0.9620	0.9691
516.1792	0.9836	1.0084	0.9915
516.3316	0.9931	1.0472	1.0081
516.4840	1.0000	1.0689	1.0206
516.6364	1.0059	1.0702	1.0209
516.7888	1.0131	1.0556	1.0112
516.9412	1.0167	1.0347	1.0052
517.0936	1.0178	1.0168	1.0093
517.2460	1.0177	1.0058	1.0236
517.3984	1.0156	1.0019	1.0182
517.5508	1.0107	1.0022	1.0143
517.7032	1.0061	1.0028	1.0002
517.8556	1.0042	1.0014	0.9897
518.0080	1.0027	0.9984	0.9884
518.1604	0.9990	0.9955	0.9883
518.3128	0.9964	0.9940	0.9832
518.4652	0.9948	0.9940	0.9784
518.6176	0.9907	0.9937	0.9629
518.7700	0.9886	0.9917	0.9644
518.9224	0.9874	0.9882	0.9594
519.0748	0.9863	0.9853	0.9669
519.2272	0.9851	0.9847	0.9829
519.3796	0.9834	0.9860	0.9750
519.5320	0.9822	0.9876	0.9676
519.6844	0.9839	0.9886	0.9757
519.8368	0.9823	0.9898	0.9460
519.9892	0.9828	0.9927	0.9318
520.1416	0.9840	0.9967	0.9270
520.2940	0.9839	0.9990	0.9572
520.4464	0.9787	0.9966	0.9675
520.5988	0.9730	0.9896	0.9604
520.7512	0.9751	0.9817	0.9424
520.9036	0.9750	0.9770	0.9357
521.0560	0.9752	0.9772	0.9431
521.2084	0.9771	0.9813	0.9501
521.3608	0.9736	0.9861	0.9605
521.5132	0.9732	0.9891	0.9595
521.6656	0.9784	0.9903	0.9681
521.8180	0.9819	0.9909	0.9740
521.9704	0.9826	0.9920	0.9725
522.1228	0.9853	0.9931	0.9804
522.2752	0.9908	0.9926	0.9961
522.4276	0.9946	0.9897	0.9932
522.5800	0.9960	0.9860	0.9912
522.7324	0.9970	0.9852	0.9917
522.8848	0.9975	0.9899	0.9749
523.0372	0.9974	1.0003	0.9806
523.1896	0.9983	1.0138	0.9832
523.3420	1.0016	1.0266	0.9934
523.4944	1.0031	1.0354	0.9952
523.6468	1.0028	1.0391	0.9932
523.7992	1.0030	1.0382	0.9981
523.9516	1.0043	1.0342	1.0086
524.1040	1.0041	1.0287	1.0192
524.2564	1.0029	1.0229	1.0164
524.4088	1.0008	1.0175	1.0135
524.5612	0.9990	1.0128	1.0071
524.7136	0.9980	1.0092	1.0068
524.8660	0.9974	1.0069	1.0099
525.0184	0.9960	1.0060	1.0055
525.1708	0.9935	1.0061	1.0121
525.3232	0.9904	1.0062	1.0201
525.4756	0.9883	1.0055	1.0228
525.6280	0.9876	1.0039	1.0232
525.7804	0.9867	1.0019	1.0225
525.9328	0.9861	1.0000	1.0134
526.0852	0.9851	0.9974	1.0025
526.2376	0.9837	0.9932	0.9846
526.3900	0.9826	0.9877	0.9772
526.5424	0.9818	0.9824	0.9762
526.6948	0.9801	0.9778	0.9759
526.8472	0.9737	0.9718	0.9856
526.9996	0.9638	0.9626	0.9728
527.1520	0.9588	0.9513	0.9502
527.3044	0.9588	0.9417	0.9403
527.4568	0.9594	0.9376	0.9374
527.6092	0.9602	0.9407	0.9404
527.7616	0.9616	0.9503	0.9488
527.9140	0.9670	0.9648	0.9501
528.0664	0.9732	0.9816	0.9939
528.2188	0.9778	0.9964	1.0119
528.3712	0.9803	1.0049	1.0084
528.5236	0.9827	1.0056	1.0050
528.6760	0.9924	1.0009	0.9835
528.8284	0.9954	0.9943	0.9955
528.9808	0.9907	0.9885	1.0163
529.1332	0.9885	0.9844	1.0203
529.2856	0.9887	0.9823	1.0194
529.4380	0.9891	0.9831	1.0181
529.5904	0.9887	0.9883	1.0048
529.7428	0.9875	0.9982	1.0072
529.8952	0.9861	1.0101	1.0214
530.0476	0.9858	1.0193	1.0223
530.2000	0.9837	1.0213	1.0184
530.3524	0.9842	1.0159	1.0149
530.5048	0.9877	1.0077	1.0163
530.6572	0.9893	1.0019	1.0148
530.8096	0.9893	1.0008	1.0144
530.9620	0.9891	1.0035	1.0147
531.1144	0.9883	1.0079	1.0153
531.2668	0.9873	1.0120	1.0174
531.4192	0.9884	1.0142	1.0169
531.5716	0.9911	1.0145	1.0119
531.7240	0.9932	1.0135	1.0091
531.8764	0.9937	1.0121	1.0129
532.0288	0.9940	1.0111	1.0174
532.1812	0.9945	1.0108	1.0124
532.3336	0.9955	1.0090	1.0173
532.4860	0.9918	1.0025	1.0167
532.6384	0.9855	0.9894	1.0056
532.7908	0.9792	0.9717	0.9968
532.9432	0.9744	0.9539	0.9906
533.0956	0.9710	0.9406	0.9797
533.2480	0.9691	0.9347	0.9540
533.4004	0.9677	0.9382	0.9200
533.5528	0.9658	0.9505	0.9061
533.7052	0.9647	0.9680	0.9188
533.8576	0.9633	0.9833	0.9412
534.0100	0.9616	0.9897	0.9554
534.1624	0.9668	0.9868	0.9637
534.3148	0.9757	0.9802	0.9611
534.4672	0.9799	0.9764	0.9673
534.6196	0.9808	0.9768	0.9726
534.7720	0.9809	0.9784	0.9752
534.9244	0.9800	0.9786	0.9901
535.0768	0.9824	0.9792	0.9811
535.2292	0.9843	0.9846	0.9664
535.3816	0.9845	0.9973	0.9708
535.5340	0.9849	1.0150	0.9753
535.6864	0.9845	1.0307	0.9809
535.8388	0.9855	1.0370	0.9949
535.9912	0.9903	1.0317	1.0038
536.1436	0.9942	1.0187	1.0071
536.2960	0.9964	1.0047	1.0086
536.4484	0.9987	0.9952	1.0107
536.6008	1.0005	0.9931	1.0173
536.7532	0.9986	0.9970	1.0256
536.9056	0.9946	1.0023	1.0269
537.0580	0.9916	1.0041	1.0214
537.2104	0.9892	0.9999	1.0067
537.3628	0.9874	0.9912	0.9930
537.5152	0.9846	0.9822	0.9830
537.6676	0.9811	0.9768	0.9719
537.8200	0.9793	0.9760	0.9532
537.9724	0.9784	0.9784	0.9319
538.1248	0.9786	0.9830	0.9257
538.2772	0.9805	0.9895	0.9173
538.4296	0.9856	0.9977	0.9227
538.5820	0.9921	1.0067	0.9437
538.7344	0.9975	1.0140	0.9608
538.8868	1.0014	1.0163	0.9804
539.0392	1.0066	1.0140	1.0028
539.1916	1.0162	1.0114	1.0332
539.3440	1.0241	1.0133	1.0654
539.4964	1.0250	1.0202	1.0861
539.6488	1.0223	1.0280	1.0891
539.8012	1.0234	1.0308	1.0836
539.9536	1.0263	1.0258	1.0678
540.1060	1.0281	1.0168	1.0227
540.2584	1.0299	1.0116	0.9933
540.4108	1.0315	1.0151	1.0016
540.5632	1.0308	1.0259	1.0374
540.7156	1.0263	1.0385	1.0597
540.8680	1.0274	1.0470	1.0635
541.0204	1.0291	1.0495	1.0491
541.1728	1.0285	1.0480	1.0304
541.3252	1.0278	1.0450	1.0330
541.4776	1.0245	1.0401	1.0394
541.6300	1.0187	1.0321	1.0376
541.7824	1.0140	1.0214	1.0106
541.9348	1.0106	1.0107	1.0040
542.0872	1.0079	1.0032	1.0049
542.2396	1.0068	1.0012	1.0124
542.3920	1.0064	1.0049	1.0269
542.5444	1.0061	1.0118	1.0227
542.6968	1.0054	1.0186	1.0113
542.8492	1.0072	1.0223	1.0127
543.0016	1.0134	1.0222	1.0151
543.1540	1.0173	1.0198	1.0117
543.3064	1.0182	1.0176	1.0098
543.4588	1.0184	1.0168	1.0137
543.6112	1.0197	1.0182	1.0310
543.7636	1.0229	1.0224	1.0292
543.9160	1.0276	1.0295	1.0302
544.0684	1.0312	1.0378	1.0453
544.2208	1.0327	1.0447	1.0511
544.3732	1.0320	1.0480	1.0480
544.5256	1.0300	1.0468	1.0445
544.6780	1.0274	1.0417	1.0558
544.8304	1.0258	1.0330	1.0400
544.9828	1.0257	1.0210	1.0146
545.1352	1.0275	1.0084	1.0137
545.2876	1.0325	1.0012	1.0206
545.4400	1.0321	1.0044	1.0269
545.5924	1.0281	1.0177	1.0626
545.7448	1.0264	1.0356	1.0922
545.8972	1.0308	1.0506	1.0943
546.0496	1.0382	1.0576	1.0587
546.2020	1.0421	1.0576	1.0320
546.3544	1.0435	1.0559	1.0528
546.5068	1.0477	1.0578	1.0605
546.6592	1.0521	1.0647	1.0502
546.8116	1.0527	1.0742	1.0811
546.9640	1.0518	1.0811	1.1284
547.1164	1.0510	1.0812	1.1377
547.2688	1.0487	1.0735	1.1266
547.4212	1.0465	1.0601	1.0891
547.5736	1.0424	1.0444	1.0367
547.7260	1.0355	1.0299	1.0055
547.8784	1.0295	1.0196	0.9988
548.0308	1.0253	1.0155	1.0055
548.1832	1.0182	1.0168	1.0117
548.3356	1.0122	1.0196	1.0199
548.4880	1.0112	1.0197	1.0166
548.6404	1.0104	1.0159	0.9807
548.7928	1.0071	1.0102	0.9690
548.9452	1.0024	1.0056	0.9888
549.0976	0.9958	1.0035	0.9896
549.2500	0.9904	1.0018	0.9768
549.4024	0.9886	0.9966	0.9924
549.5548	0.9894	0.9877	0.9968
549.7072	0.9919	0.9799	0.9621
549.8596	0.9944	0.9791	0.9528
550.0120	0.9956	0.9861	0.9998
550.1644	0.9961	0.9956	1.0414
550.3168	0.9955	1.0006	1.0536
550.4692	0.9962	0.9996	1.0349
550.6216	1.0078	0.9982	1.0035
550.7740	1.0201	1.0025	1.0167
550.9264	1.0236	1.0119	1.0316
551.0788	1.0253	1.0214	1.0262
551.2312	1.0262	1.0268	1.0338
551.3836	1.0260	1.0281	1.0366
551.5360	1.0273	1.0268	1.0335
551.6884	1.0291	1.0231	1.0401
551.8408	1.0275	1.0157	1.0469
551.9932	1.0219	1.0053	1.0472
552.1456	1.0154	0.9963	1.0255
552.2980	1.0110	0.9928	1.0025
552.4504	1.0090	0.9937	0.9883
552.6028	1.0069	0.9941	0.9749
552.7552	1.0064	0.9913	0.9431
552.9076	1.0081	0.9880	0.9508
553.0600	1.0088	0.9898	0.9832
553.2124	1.0080	0.9992	0.9898
553.3648	1.0062	1.0131	1.0025
553.5172	1.0068	1.0240	1.0120
553.6696	1.0075	1.0262	0.9974
553.8220	1.0016	1.0186	0.9955
553.9744	0.9957	1.0037	1.0101
554.1268	0.9941	0.9853	1.0057
554.2792	0.9934	0.9683	1.0069
554.4316	0.9929	0.9579	0.9867
554.5840	0.9979	0.9602	0.9533
554.7364	1.0079	0.9788	0.9614
554.8888	1.0136	1.0120	0.9850
555.0412	1.0155	1.0507	0.9921
