OCEAN DRILLING PROGRAM		
Hole: 995B		
Leg: 164		
Shear Sonic Tool		
Operator: Borehole Research Group (Lamont Doherty Earth 		
Date: 11/2/1995		

"Note: for further information about the tool and the data processing performed, refer to the paper: Guerin et al., "Characterization of in situ elastic properties of gas hydrate-bearing sediments on the Blake Ridge, J. Geophys. Res., 104(8), 17,781-17,795, 1999".		

DEPTH	VP	VS
mbsf	m/s	m/s
352.54	1649.78	511.8
352.39	1661.31	517.97
352.24	1678.79	524.71
352.09	1695.16	486.9
351.94	1712.76	445.34
351.79	1729.36	394.77
351.64	1728.17	344.58
351.49	1725.73	306.84
351.34	1720.89	352.9
351.19	1713.63	409.82
351.04	1706.32	464.48
350.89	1709.91	522.51
350.74	1711.13	557.04
350.59	1715.97	558.79
350.44	1723.23	550.13
350.29	1725.63	545.27
350.14	1723.23	529.13
349.99	1719.61	521.73
349.84	1720.84	514.18
349.69	1722.08	477.87
349.54	1726.99	481.68
349.39	1730.61	467.93
349.24	1734.23	467.85
349.09	1732.99	447.63
348.94	1729.3	474.42
348.79	1728.06	467.68
348.64	1729.28	485.68
348.49	1729.28	491.9
348.34	1730.51	516.67
348.19	1734.21	515.44
348.04	1735.45	513.9
347.89	1733.01	517.36
347.76	1731.8	514.41
347.64	1729.34	512.34
347.52	1725.65	521.25
347.4	1725.65	523.99
347.28	1719.53	519.37
347.14	1718.33	523.04
346.99	1713.55	527.09
346.84	1705.23	534.08
346.69	1698.07	539.81
346.54	1694.5	549.17
346.39	1689.76	552.92
346.24	1683.98	553.94
346.09	1678.27	517.09
345.94	1671.41	505.75
345.79	1664.49	497.65
345.64	1646.77	500.13
345.49	1630.55	503.8
345.34	1616.59	528.97
345.19	1630.61	531.12
345.04	1641.1	532.03
344.89	1662.36	526.9
344.74	1685.54	523.04
344.59	1706.38	526.57
344.44	1699.22	528.17
344.29	1695.65	524.01
344.14	1695.65	519.41
343.99	1698.04	517.58
343.84	1702.78	518.48
343.69	1708.72	517.76
343.54	1711.09	486.44
343.39	1711.09	489.4
343.24	1709.89	443.61
343.09	1708.7	445.18
342.94	1708.7	399.66
342.81	1707.51	388
342.69	1705.14	342.39
342.57	1703.95	389.36
342.45	1703.95	388.25
342.33	1703.95	435.68
342.19	1707.62	483.29
342.04	1716.12	483.29
341.89	1727.05	483.48
341.74	1736.8	485.24
341.59	1742.87	482.79
341.44	1742.87	479.9
341.29	1737.97	479.9
341.14	1730.6	489.23
340.99	1705.03	496.16
340.84	1684.12	497.51
340.69	1663.21	452.79
340.54	1645.97	452.79
340.39	1631.03	396.31
340.24	1638.75	388.16
340.09	1645.44	388.99
339.94	1652.12	388.99
339.79	1658.81	442.59
339.64	1664.4	491.81
339.49	1663.27	497.55
339.34	1658.78	493.9
339.19	1655.41	540.32
339.04	1652.03	532.94
338.89	1652.03	525.03
338.74	1656.58	514.03
338.59	1663.36	533.72
338.44	1669.02	501.16
338.29	1677.01	487.03
338.16	1683.97	474.81
338.04	1687.47	444.62
337.92	1690.96	431.82
337.8	1690.96	473.37
337.68	1695.63	564.69
337.54	1696.81	659.02
337.39	1695.63	671.89
337.24	1694.45	642.67
337.09	1695.63	660.94
336.94	1699.23	582.5
336.79	1707.67	496.66
336.64	1716.11	489.31
336.49	1729.47	493.28
336.34	1737.97	453.1
336.19	1740.41	434.73
336.04	1739.18	441.17
335.89	1735.51	448.52
335.76	1724.5	439.65
335.64	1718.39	433.39
335.52	1714.74	450.27
335.4	1714.74	438.02
335.28	1711.1	453.78
335.14	1711.1	478.32
334.99	1713.49	488.84
334.84	1711.1	486.65
334.69	1707.53	489.14
334.54	1706.34	488.66
334.39	1703.93	489.07
334.24	1699.19	493.47
334.09	1696.84	489.29
333.94	1695.67	496.5
333.79	1692.12	496.26
333.64	1694.53	493.39
333.49	1700.47	494.49
333.34	1708.86	504.88
333.19	1711.21	509.55
333.04	1715.95	516.36
332.89	1714.74	525.81
332.74	1714.74	517.98
332.59	1709.9	502.23
332.44	1709.9	487.32
332.29	1705.16	466.93
332.14	1699.26	473.26
331.99	1693.31	490.11
331.84	1690.94	510.82
331.69	1689.76	530.27
331.54	1689.76	536.69
331.39	1694.47	514
331.24	1696.82	493.02
331.09	1696.82	466.27
330.94	1698	463.02
330.79	1699.18	498.85
330.64	1696.81	525.9
330.49	1692.13	594.52
330.34	1687.49	692.22
330.19	1681.67	672.81
330.04	1677.02	628.81
329.89	1671.24	583.8
329.74	1673.56	553.5
329.59	1679.38	553.5
329.44	1686.4	568.72
329.29	1695.81	598.88
329.14	1708.81	642.34
329.01	1717.19	627.16
328.89	1723.22	570.58
328.77	1728.06	549.62
328.65	1728.06	514.25
328.53	1728.06	490.05
328.39	1723.22	490.58
328.24	1717.19	467.76
328.09	1709.98	479.1
327.94	1701.6	488.11
327.79	1693.33	496.37
327.64	1688.62	482.62
327.49	1685.1	475.05
327.34	1686.28	486.41
327.19	1687.46	501.05
327.04	1694.52	502.55
326.89	1702.84	506.21
326.74	1708.75	508.19
326.59	1714.78	504.19
326.44	1720.76	498.74
326.29	1720.76	481.76
326.14	1717.15	480.19
325.99	1713.58	472.93
325.84	1706.37	468.55
325.69	1698.04	477.5
325.54	1693.3	501.14
325.39	1689.76	581.23
325.24	1687.42	583.42
325.09	1683.93	584.17
324.94	1681.63	568.7
324.79	1677.02	554.78
324.64	1673.55	452.21
324.51	1672.39	445.72
324.39	1672.39	435.04
324.27	1674.69	430.89
324.15	1674.69	413.15
324.03	1679.3	427.78
323.89	1683.95	444
323.74	1687.44	464.28
323.59	1694.5	484.27
323.44	1701.61	494.4
323.29	1706.35	489.94
323.14	1707.53	469.65
322.99	1708.71	466.01
322.84	1707.52	459.18
322.69	1706.31	462.49
322.54	1703.92	465.16
322.39	1706.31	478.09
322.24	1709.9	480.37
322.09	1713.52	473.25
321.94	1714.73	473.72
321.79	1715.91	478.45
321.64	1714.72	466.85
321.49	1713.51	464.92
321.34	1709.89	471.24
321.19	1707.49	477.53
321.04	1706.3	475.26
320.89	1705.11	498.85
320.74	1707.53	505.37
320.59	1709.94	514.28
320.44	1713.55	510.25
320.29	1718.36	501.69
320.14	1720.75	512.58
319.99	1713.59	520.42
319.84	1704.17	528.25
319.69	1691.27	541.14
319.54	1679.5	566.64
319.39	1666.77	555.38
319.24	1659.9	544.04
319.09	1657.63	536.11
318.94	1657.63	539.79
318.79	1655.37	533.39
318.64	1657.61	523.94
318.49	1661.01	515.68
318.34	1664.43	489.47
318.19	1666.71	483.39
318.04	1670.11	482.48
317.89	1675.85	490.11
317.74	1687.7	504.46
317.59	1698.41	516.92
317.44	1710.26	515.89
317.29	1729.64	514.3
317.14	1729.64	512.62
316.99	1743	491.68
316.84	1747.98	505.05
316.69	1747.98	508.67
316.54	1740.77	512.75
316.39	1728.41	509.81
316.24	1716.21	520.96
316.09	1713.71	518.86
315.94	1716.18	515.5
315.79	1728.37	496.44
315.64	1738.19	476.35
315.49	1747.87	445.77
315.34	1747.87	443.93
315.19	1747.87	444.54
315.04	1738.05	459.08
314.89	1723.52	477.25
314.74	1709.2	478.36
314.59	1692.6	447.27
314.44	1676	416.46
314.29	1668.99	386.86
314.14	1668.99	393.4
313.99	1678.41	379.89
313.84	1690.09	367.49
313.69	1701.78	354.36
313.54	1711.2	387.81
313.39	1715.91	391.14
313.24	1706.49	436.12
313.09	1694.8	481.01
312.94	1683.11	524.68
312.79	1673.7	521.34
312.66	1657.77	518.92
312.54	1653.25	521.74
312.42	1651.01	476.85
312.3	1651.01	433.18
312.18	1648.77	388.9
312.04	1658.18	342.49
311.89	1674.11	305.11
311.74	1685.64	317.68
311.59	1697.17	330.42
311.44	1703.99	330.42
311.29	1696.88	378.04
311.14	1692.17	409.26
310.99	1689.8	438.99
310.84	1689.8	471.67
310.69	1696.91	524.46
310.54	1706.46	511.82
310.39	1713.57	502.98
310.26	1713.57	492.64
310.14	1711.2	483.74
310.02	1704.09	472.93
309.9	1704.09	484.55
309.78	1694.54	496.03
309.64	1692.14	488.46
309.49	1696.91	485.07
309.34	1699.28	480.6
309.19	1708.83	466.66
309.04	1718.38	445.76
308.89	1723.22	457.67
308.74	1725.66	456.57
308.59	1730.5	452.34
308.44	1728.06	458.35
308.29	1725.62	468.31
308.14	1723.18	469.67
307.99	1723.18	475.44
307.84	1723.18	487.06
307.69	1725.62	489.62
307.54	1735.58	497.58
307.39	1748.12	498.51
307.24	1753.1	496.12
307.09	1758.08	494.81
306.94	1763.06	498.47
306.79	1758.01	515.65
306.64	1752.89	515.73
306.49	1750.38	520.72
306.34	1742.96	520.63
306.19	1730.77	523.54
306.04	1721.09	510.13
305.91	1708.9	519.36
305.79	1694.58	522.19
305.67	1685.16	492.07
305.55	1685.16	489.96
305.43	1680.52	456.27
305.29	1675.88	457.89
305.14	1671.23	429.25
304.99	1673.54	433.85
304.84	1671.26	430.22
304.69	1666.75	461.99
304.54	1660.02	458.36
304.39	1653.29	490.81
304.24	1648.71	508.54
304.09	1655.62	480.38
303.94	1664.78	477.88
303.79	1676.16	472.18
303.64	1685.19	465.37
303.51	1694.48	470.15
303.39	1696.85	499.75
303.27	1701.62	501.49
303.15	1701.62	503.79
303.03	1706.39	505.68
302.89	1708.73	502.54
302.74	1706.36	459.1
302.59	1699.35	417.08
302.44	1689.93	374.95
302.29	1685.16	332.81
302.14	1678.24	295.46
301.99	1675.91	344.91
301.84	1680.55	393.95
301.69	1687.56	442.92
301.54	1689.93	487.81
301.39	1699.22	487.81
301.24	1706.33	488.39
301.11	1708.7	487.44
300.99	1708.7	486.49
300.87	1708.7	489.67
300.75	1708.7	530.49
300.63	1711.1	528.77
300.49	1706.33	524.07
300.34	1706.33	475.73
300.19	1706.33	427.68
300.04	1706.33	386.86
299.89	1706.33	338.5
299.74	1711.1	294.74
299.59	1713.5	343.17
299.44	1711.13	389.93
299.29	1706.43	431.65
299.14	1697.01	466.41
298.99	1685.32	511.04
298.84	1673.63	510.01
298.71	1666.72	513.22
298.59	1662.14	507.13
298.47	1664.44	521.02
298.35	1664.44	516.96
298.23	1669.02	469.53
298.09	1671.3	458.13
297.94	1675.87	462.18
297.79	1680.45	425.16
297.64	1682.79	415.88
297.49	1685.13	446.78
297.34	1689.77	438.7
297.19	1692.11	427.91
297.04	1694.44	449.08
296.89	1692.11	458.19
296.74	1689.77	464.27
296.59	1687.43	473.21
296.44	1689.8	481.44
296.29	1692.17	478.12
296.14	1699.28	462.33
295.99	1706.39	450.15
295.84	1715.94	440.62
295.69	1723.25	436.36
295.54	1730.57	440.16
295.39	1730.57	449.88
295.24	1728.16	460.13
295.09	1723.32	462.39
294.94	1716.01	466.5
294.79	1711.1	470.5
294.64	1711.1	459.89
294.49	1713.5	452.11
294.34	1713.5	447.53
294.19	1720.82	443.07
294.04	1723.25	442.17
293.89	1723.25	455.2
293.74	1723.25	460.43
293.59	1725.66	464.82
293.44	1720.75	467.21
293.29	1718.31	465.81
293.14	1718.31	468.36
292.99	1713.54	472.74
292.84	1704.12	474.04
292.69	1694.71	472.97
292.54	1687.6	476.19
292.39	1678.18	457.65
292.24	1662.47	456.75
292.09	1653.56	454.38
291.94	1646.83	449.81
291.79	1640	441.09
291.64	1635.49	473.63
291.49	1644.28	457.5
291.34	1650.92	457.11
291.19	1655.38	452.98
291.04	1657.62	441.88
290.89	1659.86	410.02
290.74	1653.22	416.1
290.59	1644.43	418.18
290.44	1631.41	430.47
290.29	1616.32	445.16
290.14	1601.23	436.18
289.99	1592.78	410.22
289.86	1599.33	377.63
289.74	1614.63	340.2
289.62	1631.99	307.14
289.5	1631.99	294.69
289.38	1656.36	294.69
289.24	1680.74	294.69
289.09	1685.26	294.69
288.94	1682.98	343.52
288.79	1680.71	392.17
288.64	1662.63	392.17
288.49	1640.32	392.17
288.34	1625.03	392.17
288.19	1612.01	343.33
288.04	1601.09	294.69
287.89	1612.16	294.69
287.74	1636.87	344.19
287.59	1661.58	398.22
287.44	1688.72	451
287.29	1716.24	451
287.14	1713.97	516.56
286.99	1697.82	518.62
286.84	1681.68	516.16
286.69	1660.91	515.65
286.54	1635.52	515.65
286.39	1624.6	468.62
286.24	1618.13	417.05
286.09	1613.8	365.48
285.94	1613.8	313.21
285.79	1615.95	354.93
285.64	1626.87	336.41
285.49	1637.79	336.41
285.34	1648.86	337.33
285.21	1657.77	444.38
285.09	1666.68	418.43
284.97	1664.44	446.33
284.87	1664.44	455.55
284.78	1666.72	461.88
284.67	1666.72	392.19
284.55	1666.72	404.56
284.43	1662.2	408.57
284.29	1657.68	436.32
284.14	1655.47	468.27
283.99	1648.74	433.17
283.84	1644.22	407.45
283.69	1646.47	383.39
283.54	1648.71	362.1
283.39	1653.16	333.34
283.24	1659.89	332.83
283.09	1666.72	362.71
282.94	1680.84	391.02
282.79	1692.53	414.55
282.66	1704.22	443.3
282.54	1718.55	480.71
282.42	1723.25	448.4
282.3	1723.25	412.24
282.18	1716.04	373.03
282.04	1713.64	374.31
281.89	1708.87	375.19
281.74	1699.18	417.75
281.59	1699.18	461.76
281.44	1696.85	461.76
281.29	1694.48	465.46
281.14	1696.85	425.45
280.99	1704.06	426.13
280.84	1706.46	382.12
280.69	1713.57	415.05
280.54	1718.34	405.84
280.39	1715.97	405.84
280.24	1708.76	435.84
280.09	1701.65	447.95
279.94	1696.88	427.02
279.79	1692.11	405.72
279.64	1685.19	407
279.49	1676.03	379.27
279.34	1667	413.12
279.19	1649.16	439.63
279.04	1629.23	475.07
278.89	1626.98	514.78
278.74	1629.23	511.91
278.59	1635.96	511.19
278.44	1656.16	489.24
278.29	1680.87	458.64
278.14	1694.8	440.49
277.99	1704.09	417.82
277.84	1708.73	391.69
277.69	1706.36	412.03
277.54	1699.25	438.49
277.39	1689.83	457.8
277.24	1685.13	477.75
277.09	1682.79	495.01
276.94	1682.79	494.11
276.79	1685.13	479.44
276.64	1689.77	467.68
276.49	1694.48	462.8
276.34	1699.18	468.74
276.19	1696.85	466.29
276.04	1687.69	464.18
275.89	1676.32	468.57
275.74	1662.57	462.93
275.59	1651.04	447.66
275.44	1651.04	446.82
275.29	1657.87	453.53
275.14	1666.9	446.29
274.99	1675.94	445.46
274.84	1685.1	449.06
274.69	1694.64	444.23
274.54	1709.17	441.3
274.39	1718.72	441.42
274.24	1728.27	440.61
274.09	1735.48	438.12
273.94	1728.27	441.79
273.79	1711.43	454.1
273.64	1704.22	467.43
273.49	1694.68	491.13
273.34	1687.46	514.25
273.19	1682.82	499.76
273.04	1689.83	477.55
272.89	1692.2	560
272.74	1696.91	531.58
272.59	1701.69	499.03
272.44	1711.1	503.18
272.29	1715.94	511.67
272.14	1715.94	409.79
271.99	1713.57	417.84
271.84	1704.16	436.93
271.69	1699.38	446.21
271.54	1692.17	444.98
271.39	1689.8	455.69
271.24	1701.99	454.57
271.09	1713.84	440.87
270.94	1723.53	437.65
270.79	1730.74	435.05
270.64	1733.11	430.7
270.49	1718.58	432.41
270.34	1713.74	443.43
270.19	1711.27	451.93
270.04	1711.27	460.03
269.89	1713.67	442.12
269.75	1720.78	438.42
269.6	1704.86	426.24
269.45	1684.09	418.04
269.31	1663.32	416.46
269.16	1644.99	426.75
269.01	1628.85	419.55
268.86	1631.03	418.65
268.71	1631.03	413.46
268.56	1628.88	403.15
268.41	1635.52	411.07
268.26	1642.25	422.15
268.11	1644.46	431.99
267.98	1651.1	444.99
267.86	1659.89	455.3
267.74	1659.89	468.16
267.62	1662.17	462.85
267.5	1666.81	466.37
267.36	1675.97	464.93
267.21	1685.26	461.57
267.06	1694.54	446.1
266.91	1701.55	451.18
266.76	1701.55	464.81
266.61	1701.55	480.2
266.46	1699.18	509.82
266.31	1696.81	506.62
266.16	1696.81	494.74
266.01	1701.59	464.98
265.86	1708.8	435.4
265.71	1716.01	408.23
265.56	1720.78	419.09
265.41	1713.77	424.9
265.26	1704.35	419.9
265.11	1690.23	434.8
264.96	1669.46	436.89
264.81	1651.13	438.31
264.66	1642.22	439.9
264.51	1633.31	449.5
264.36	1642.59	434.27
264.21	1658.52	420.12
264.06	1674.44	405.91
263.91	1690.37	399.88
263.76	1701.59	385.74
263.61	1696.88	399.33
263.48	1694.51	408.09
263.36	1692.14	417.1
263.24	1692.14	427.38
263.12	1689.77	456.06
263	1694.48	472.38
262.86	1696.81	471.13
262.71	1696.81	469.05
262.56	1696.81	465.2
262.41	1696.81	447.6
262.26	1692.11	425.23
262.11	1687.46	432.35
261.96	1682.82	420.72
261.81	1678.18	423.03
261.66	1671.26	432.34
261.53	1675.97	423.97
261.41	1680.61	408.66
261.29	1680.61	412.34
261.17	1687.63	401.38
261.05	1692.27	388.74
260.91	1699.18	393.26
260.76	1687.66	394.28
260.61	1680.74	395.82
260.46	1671.45	402.87
260.31	1660.08	410.99
260.16	1655.44	414.24
260.01	1657.68	427.57
259.86	1657.68	433.97
259.71	1662.26	434.57
259.56	1671.3	434.77
259.41	1671.3	436.39
259.26	1669.05	430.02
259.11	1653.96	431.47
258.96	1632.25	413.86
258.81	1610.54	399.93
258.66	1591.13	379.54
258.51	1578.28	354.63
258.36	1576.24	325.7
258.21	1574.22	321.78
258.06	1578.33	310.02
257.91	1578.33	301.76
257.76	1572.28	297.96
257.61	1566.3	387.3
257.46	1554.72	385.56
257.31	1514.62	388.04
257.16	1488.54	389.85
257.01	1466.47	393.96
256.86	1448.08	309.11
256.71	1440.82	390.96
256.56	1455.94	473.54
256.41	1466.57	538.35
256.26	1477.2	602.2
256.11	1484.29	611.21
255.96	1489.7	603.17
255.81	1489.7	594.63
255.66	1484.29	603.3
255.51	1480.66	547.37
255.36	1477.07	609.1
255.21	1477.07	606.14
255.06	1504.15	604.16
254.91	1529.13	568.97
254.76	1548.21	562.33
254.61	1565.06	566.38
254.46	1576.5	496.72
254.31	1566.28	428.04
254.16	1564.21	405.74
254.01	1568.32	418.15
253.86	1580.67	359.78
253.71	1595.18	367.41
253.56	1607.53	379.41
253.41	1613.82	374.8
253.26	1618.05	375.59
253.11	1615.92	370.85
252.96	1615.92	386.31
252.81	1620.26	398.25
252.66	1624.6	414.33
252.51	1633.39	445.88
252.36	1644.31	458.86
252.21	1653.23	451.22
252.06	1662.26	441.95
251.91	1668.99	428.63
251.76	1671.26	376.8
251.61	1678.18	340.96
251.46	1680.49	328.5
251.31	1680.49	315.48
251.16	1689.9	302.96
251.01	1696.91	308.44
250.86	1696.91	318.76
250.71	1701.62	313.14
250.56	1699.31	339.48
250.41	1680.99	369.04
250.26	1665.06	377.67
250.11	1651.5	403.83
249.96	1631.3	439.35
249.81	1618.1	427.61
249.66	1613.82	397.44
249.51	1611.67	391.06
249.36	1622.89	363.04
249.21	1638.39	332.67
249.06	1656.22	318.43
248.91	1674.06	321.42
248.76	1685.13	320.98
248.61	1682.82	440.68
248.46	1678.24	444.05
248.31	1658.31	446.46
248.16	1636.3	438.07
248.01	1621.01	423.57
247.86	1603.65	290.75
247.71	1586.51	268.23
247.56	1584.44	321.73
247.41	1588.61	399.6
247.26	1599.39	485.72
247.11	1614.48	575.85
246.96	1631.61	649.84
246.81	1648.97	641.75
246.66	1657.65	644.23
246.51	1655.44	552.24
246.36	1650.98	459.01
246.21	1642.19	402.77
246.06	1631.12	440.53
245.91	1622.44	447.44
245.76	1611.81	454.18
245.61	1603.25	546.38
245.46	1603.25	525.66
245.31	1607.59	419.79
245.16	1611.87	322.4
245.01	1620.32	326.19
244.86	1626.7	233.25
244.71	1631.03	235.51
244.56	1631.03	239.37
244.41	1631.03	257.44
244.26	1626.75	267.51
244.11	1620.37	291.54
243.96	1611.81	315.15
243.81	1581.86	344.24
243.66	1561.52	353.06
243.51	1549.33	368.46
243.36	1535.38	389.21
243.21	1529.24	407.06
243.06	1542.51	415.47
242.91	1548.34	438.56
242.76	1552.3	448.56
242.61	1568.35	410.78
242.46	1585.26	411.2
242.31	1601.95	410.99
242.16	1618.64	364.55
242.01	1607.05	330.46
241.86	1587.23	350.35
241.71	1558.74	333.72
241.56	1534.33	308.83
241.41	1508.04	359.71
241.26	1519.63	427.16
241.11	1529.22	479.46
240.96	1540.81	540.24
240.81	1558.76	563.07
240.66	1591.77	547.21
240.51	1606.46	534.05
240.36	1623.15	537.44
240.21	1637.85	546.63
240.06	1635.75	540.65
239.91	1622.56	531.82
239.76	1609.88	495.04
239.61	1595.18	434.43
239.46	1580.49	411.95
239.31	1570.39	418.53
239.16	1564.18	422.78
239.01	1566.22	434.25
238.86	1574.46	459.71
238.71	1582.69	412.22
238.56	1597.01	394.7
238.41	1607.5	384.06
238.26	1615.95	368.14
238.11	1622.41	341.88
237.96	1624.54	350.44
237.81	1622.41	357.74
237.66	1618.13	364.75
237.51	1613.85	373.13
237.36	1611.67	387.4
237.21	1620.46	390.86
237.06	1626.93	401.29
236.93	1633.39	417.55
236.81	1639.86	432.64
236.69	1639.86	444.86
236.57	1646.49	452.99
236.45	1653.41	459.59
236.31	1664.78	439.73
236.16	1664.78	424.64
236.01	1667	409.3
235.86	1664.75	391.15
235.71	1660.11	362.34
235.56	1653.2	343.84
235.41	1655.41	347.51
235.26	1655.41	349.45
235.11	1651.01	332.5
234.96	1642.1	324.14
234.83	1635.46	326.28
234.71	1635.46	303.83
234.59	1635.46	282.62
234.47	1635.46	286.82
234.35	1639.86	312.19
234.21	1639.86	340.75
234.06	1642.04	328.69
233.91	1639.83	314.99
233.76	1635.43	346.82
233.61	1624.65	363.87
233.46	1620.37	420.12
233.31	1613.91	469.6
233.16	1609.57	524.25
233.01	1603.19	527.13
232.86	1613.97	533.62
232.73	1616.09	499.55
232.61	1620.37	511.19
232.49	1620.37	518.47
232.37	1618.25	463.24
232.25	1622.47	538.67
232.11	1611.7	480.63
231.96	1603.36	425.11
231.81	1592.86	401.76
231.66	1584.63	405.55
231.51	1580.41	324.99
231.36	1584.63	372.13
231.21	1590.84	423.75
231.06	1599.18	451.49
230.91	1616.09	513.08
230.76	1618.19	523.26
230.61	1616.07	534.47
230.48	1616.07	539.62
230.36	1607.73	516.28
230.24	1607.73	490.9
230.12	1579.23	504.63
230	1557.56	517.62
229.86	1537.75	511.89
229.71	1514.25	583.73
229.56	1486.47	621.33
229.41	1464.1	618.07
229.26	1446.79	624.72
229.11	1426.02	589.27
228.96	1413.84	497.94
228.81	1417.25	449.57
228.66	1427.15	410.33
228.51	1433.83	372.52
228.36	1449.13	392.87
228.21	1459.51	441.91
228.06	1466.59	497.08
227.91	1486.69	537.52
227.76	1510.76	515.47
227.61	1531.88	494.28
227.46	1553.01	444.88
227.31	1570.29	386.34
227.16	1578.31	329.75
227.01	1582.37	327.18
226.86	1580.33	325.67
226.71	1578.28	323.7
226.56	1576.26	323.23
226.41	1574.22	326
226.26	1574.22	334.55
226.11	1576.26	344.81
225.96	1578.31	351.78
225.83	1582.37	354.59
225.71	1582.37	359.43
225.59	1582.37	354.57
225.47	1578.31	347.53
225.35	1572.25	344.62
225.21	1542.43	343.61
225.06	1517.76	334.75
224.91	1500.48	333.04
224.76	1488.9	337.57
224.61	1488.9	337.83
224.46	1514.66	350.46
224.31	1535.26	355.11
224.16	1554.59	357.72
224.01	1568.19	328.59
223.86	1572.2	389.05
223.71	1576.26	485.1
223.56	1582.4	535.91
223.41	1584.47	647.41
223.26	1590.68	677.84
223.11	1601.18	592.18
222.96	1616.27	460
222.81	1624.83	490.17
222.66	1635.6	357.65
222.51	1642.07	344.46
222.36	1637.79	362.35
222.21	1628.99	358.65
222.06	1620.43	272.48
221.91	1607.59	267.31
221.76	1590.9	285.38
221.61	1582.66	289.17
221.46	1574.32	315.51
221.31	1570.21	306.36
221.16	1572.98	322.69
221.01	1580.41	424.61
220.86	1588.64	532.36
220.71	1596.27	646.23
220.56	1603.89	697.34
220.41	1608.14	738.13
220.26	1612.34	650.26
220.11	1605.46	570.75
219.96	1599.87	463.95
219.81	1592.93	451.2
219.66	1588.68	433.9
219.51	1584.48	448.5
219.36	1588.57	431.46
219.21	1584.51	441.15
219.06	1581.81	418.97
218.91	1565.89	410.63
218.76	1551.37	379.08
218.61	1536.84	370.89
218.46	1531.58	350.38
218.31	1534.28	345.37
218.16	1543.37	335.38
218.01	1552.45	326.34
217.86	1558.89	324.74
217.71	1564.15	328.37
217.56	1561.45	328.84
217.41	1562.79	329.41
217.26	1564.14	327.65
217.11	1564.14	326.01
216.96	1562.81	326.74
216.81	1556.26	327.21
216.66	1550.96	328.49
216.51	1549.62	329.89
216.36	1550.94	331.17
216.21	1550.94	332.3
216.06	1561.54	331.24
215.91	1564.17	329.96
215.76	1558.92	327.77
215.61	1554.99	325.03
215.46	1554.99	321.09
215.31	1550.92	320.17
215.16	1550.92	320.29
215.01	1554.85	328.74
214.86	1558.78	387.94
214.71	1561.45	389.2
214.56	1561.45	435.57
214.41	1562.78	440.37
214.26	1564.11	437.89
214.11	1564.11	383
213.96	1562.77	380.09
213.81	1568.21	384.98
213.66	1573.65	382.92
213.51	1574.99	378.2
213.36	1568.5	376.03
213.21	1554.46	377.9
213.06	1611.58	325.22
212.91	1588.49	322.48
212.76	1565.96	322.36
212.61	1557.31	322.48
212.48	1549.01	323.28
212.36	1483.8	324.83
212.24	1483.8	325.17
212.12	1500.13	325.17
212	1513.49	323.91
211.86	1552.3	322.54
211.71	1550.99	321.98
211.56	1547.06	321.41
211.41	1552.23	320.95
211.26	1548.27	321.17
211.11	1545.62	321.85
210.96	1546.93	320.65
210.81	1550.86	319.64
210.66	1553.51	319.42
210.51	1553.51	318.63
210.36	1553.51	318.52
210.21	1552.2	320.96
210.06	1549.57	321.52
209.91	1541.75	320.96
209.76	1540.45	321.4
209.61	1539.14	322.8
209.46	1534.02	323.85
209.31	1530.16	324.42
209.16	1531.43	328.81
209.01	1534.04	329.49
208.86	1532.74	328.44
208.71	1537.87	326.48
208.56	1544.36	332.61
208.41	1546.94	333.12
208.26	1546.94	350.03
208.11	1549.55	364.99
207.96	1550.86	381.69
207.81	1550.86	390.46
207.66	1547	389.95
207.51	1543.11	376.79
207.36	1541.8	365.09
207.21	1539.19	367.47
207.06	1541.86	397.49
206.91	1555.12	438.59
206.76	1567.11	478.65
206.61	1575.13	493.24
206.46	1583.09	493.62
206.31	1583.09	477.65
206.16	1578.99	438.51
206.01	1574.89	399.35
205.86	1569.5	386.31
205.71	1566.8	376.69
205.56	1564.13	356.43
205.41	1556.24	361.94
205.26	1552.25	372.4
205.11	1550.93	370.85
204.96	1549.6	364.69
204.81	1553.62	355.78
204.66	1558.84	388.12
204.51	1564.19	406.33
204.36	1546.82	429.35
204.21	1531.68	439.44
204.06	1516.16	437.89
203.91	1509.67	394.48
203.76	1504.33	361.83
203.61	1523.02	335.79
203.46	1539.48	335.63
203.31	1550.97	338.81
203.16	1557.46	346.73
203.01	1557.46	351.91
202.86	1558.79	357.42
202.71	1558.79	343.15
202.56	1556.16	352.55
202.41	1549.67	347.6
202.26	1543.23	343.61
202.11	1532.89	336.41
201.96	1518.85	344.19
201.81	1516.27	332.37
201.66	1515	328.72
201.51	1522.76	325.82
201.36	1531.77	353.54
201.21	1540.55	354.67
201.06	1545.77	362.92
200.91	1556.2	366.32
200.76	1557.53	369.11
200.61	1558.86	342.73
200.46	1565.46	335.99
200.31	1565.46	331.11
200.16	1565.46	329.78
200.01	1565.46	346.04
199.86	1566.8	362.71
199.71	1568.16	379
199.56	1569.49	387.74
199.41	1569.49	394.7
199.26	1566.84	388.79
199.11	1562.84	379.93
198.96	1556.18	395.39
198.81	1552.22	396.34
198.66	1545.62	401.31
198.51	1541.73	393.21
198.36	1540.42	388.39
198.21	1543.05	355.49
198.06	1548.35	347.04
197.91	1549.65	374.65
197.76	1558.89	377.47
197.61	1569.68	382.15
197.46	1569.68	396.59
197.31	1571.04	407.88
197.16	1587.51	380.27
197.01	1590.25	373.66
196.86	1584.77	370.78
