HOLE:	995B
LEG:	164
TOP:	115.823997
BOTTOM:	663.092407
DEPTH_WMSF	SGR	CGR	THOR	URAN	POTA	W1NG	W2NG	W3NG	W4NG	W5NG
m	gAPI	gAPI	ppm	ppm	%	cps	cps	cps	cps	cps
400.9644	69.8683	34.7078	5.0965	3.9722	1.0139	137.0282	43.0024	10.0826	1.8530	1.2190
401.1168	67.1101	34.6545	5.0354	3.6666	1.0228	124.7129	44.8206	9.4299	2.7778	2.2078
401.2692	65.3785	33.7783	4.8531	3.5700	1.0078	124.7919	46.0739	10.2979	4.4705	1.4297
401.4216	63.8020	31.7532	4.5200	3.6206	0.9557	120.3107	44.7890	14.4760	3.7522	1.5941
401.5740	61.4662	28.6529	4.1045	3.7070	0.8573	112.7338	44.7297	12.2619	3.1911	3.1912
401.7264	59.5710	26.6149	3.8994	3.7231	0.7792	110.5079	41.5625	13.1726	2.0325	2.2052
401.8788	58.9173	26.3477	3.9145	3.6795	0.7606	110.7382	41.6572	11.9606	3.1408	2.6874
402.0312	58.5240	27.1193	4.0027	3.5479	0.7881	110.2193	45.3419	10.4698	3.9917	2.0781
402.1836	58.8868	27.7024	4.0894	3.5230	0.8050	112.5355	37.6103	14.6833	1.9574	2.0857
402.3360	60.5013	27.9684	4.1681	3.6753	0.8049	114.0739	41.4087	13.6062	3.4313	0.9476
402.4884	61.4682	28.1048	4.2384	3.7691	0.7989	112.5927	51.3575	12.7146	2.1794	2.3088
402.6408	65.1164	30.1054	4.4803	3.9553	0.8676	108.2552	43.8295	11.6779	1.0635	3.1871
402.7932	66.6543	32.3256	4.6762	3.8782	0.9582	129.7334	49.5871	12.3269	1.0863	1.5916
402.9456	67.4107	34.0287	4.7812	3.7713	1.0366	125.8435	46.1535	11.3668	2.7297	0.7872
403.0980	63.3088	33.2034	4.5558	3.4011	1.0331	124.6206	34.9087	9.9325	3.4923	0.9823
403.2504	59.7516	31.8485	4.3650	3.1523	0.9919	106.4820	44.8034	9.3673	4.0618	0.5005
403.4028	58.9440	32.1439	4.4923	3.0277	0.9840	108.9077	39.6549	9.9700	1.3360	2.6720
403.5552	58.0123	33.2204	4.7127	2.8008	1.0031	114.9349	33.9547	15.1941	1.6385	3.2769
403.7076	56.6424	33.0786	4.7444	2.6621	0.9886	104.4045	40.2657	10.0658	0.8537	1.3654
403.8600	54.6597	32.0229	4.6542	2.5573	0.9449	97.3608	40.4756	7.4083	1.7704	1.9874
404.0124	53.4520	30.6301	4.5875	2.5782	0.8770	103.0766	36.6016	7.6024	1.1494	2.2986
404.1648	53.1942	30.3193	4.6721	2.5842	0.8422	96.6419	36.9050	11.1933	0.9027	1.2437
404.3172	54.2405	31.0946	4.8143	2.6149	0.8592	101.9269	31.6897	10.9691	2.2322	1.3019
404.4696	57.1475	33.7418	5.1978	2.6442	0.9376	106.3782	40.6945	12.3130	1.4104	1.6990
404.6220	59.9666	37.2229	5.6979	2.5694	1.0415	119.2661	37.2016	14.3584	2.4982	0.8520
404.7744	60.8985	40.7659	6.2533	2.2744	1.1380	121.3783	36.8514	10.4147	3.0428	2.6409
404.9268	59.7629	42.1349	6.3992	1.9915	1.1889	118.9354	36.0209	12.9762	2.5002	3.7111
405.0792	59.9878	42.0219	6.3306	2.0297	1.1959	110.1885	36.7360	11.3207	3.1736	4.4665
405.2316	58.7973	39.7073	5.9919	2.1566	1.1280	114.1316	43.3741	12.9212	2.4024	3.3706
405.3840	59.9201	39.0823	5.9422	2.3541	1.1014	109.3299	39.6106	10.3049	2.5746	1.2609
405.5364	58.3724	37.3998	5.6937	2.3693	1.0526	116.4233	44.5280	11.0150	4.2829	1.9788
405.6888	58.1127	35.9396	5.4894	2.5050	1.0079	122.0591	31.1422	8.4072	3.0819	3.1729
405.8412	57.6098	34.1858	5.3523	2.6463	0.9329	108.1897	37.7193	12.2748	2.4216	3.5540
405.9936	58.8323	34.6865	5.5867	2.7278	0.9157	117.1273	40.0775	17.9214	1.3326	0.7310
406.1460	58.6551	34.7633	5.7813	2.6991	0.8817	126.6526	37.4777	15.9910	3.5544	3.0108
406.2984	58.4069	34.6201	5.8350	2.6873	0.8628	111.8305	41.9787	11.2538	2.4783	3.1259
406.4508	59.0854	34.4100	5.8680	2.7876	0.8440	121.3578	42.8297	10.9385	1.7673	2.9685
406.6032	62.0362	35.5314	5.9255	2.9943	0.8980	122.8472	49.1315	14.9366	0.6726	1.7751
406.7556	62.7921	34.2103	5.6341	3.2290	0.8786	136.8971	43.7535	11.2499	3.7380	0.6529
406.9080	60.7864	31.8866	5.1554	3.2649	0.8379	131.3726	41.9298	10.6451	2.5037	3.1228
407.0604	62.2470	32.4687	5.1507	3.3641	0.8727	121.5378	42.4568	13.0513	2.6131	1.9627
407.2128	62.0733	33.3206	5.1528	3.2483	0.9220	148.3071	53.4202	15.0190	4.7891	1.2122
407.3652	65.7382	35.4306	5.4028	3.4239	0.9954	126.0360	46.4061	12.6678	4.8050	2.3774
407.5176	62.5507	32.5433	5.0741	3.3900	0.8922	145.3391	45.6617	12.0292	4.8040	4.1519
407.6700	64.0367	32.0885	5.2347	3.6093	0.8340	126.2817	39.8696	11.4319	1.3366	2.4729
407.8224	63.7668	31.4229	5.3555	3.6540	0.7714	128.3183	49.9215	8.5433	4.0617	3.5463
407.9748	67.0446	32.5286	5.6018	3.8994	0.7871	136.0618	48.3352	9.9306	0.8207	1.3832
408.1272	66.5075	32.0281	5.5318	3.8952	0.7717	133.0683	45.3035	13.5390	2.3904	3.0154
408.2796	65.9023	32.5928	5.5623	3.7631	0.7986	124.6248	40.4398	13.1949	1.3428	1.9704
408.4320	64.5495	33.0129	5.5517	3.5628	0.8252	123.9103	49.8287	11.4188	5.2886	0.7248
408.5844	64.2042	33.3756	5.4830	3.4828	0.8599	120.3931	52.0833	14.6796	3.2300	1.6974
408.7368	62.8003	31.9605	5.1654	3.4841	0.8402	130.3282	41.3903	14.4648	1.3756	2.3428
408.8892	60.1004	30.5973	4.7912	3.3330	0.8348	130.7164	39.8846	14.3725	3.6288	2.5909
409.0416	59.7031	30.9888	4.6502	3.2439	0.8855	120.9246	47.3129	10.5160	3.2229	3.0742
409.1940	60.1586	31.4788	4.5617	3.2400	0.9315	132.2505	48.7682	12.2147	4.2302	3.1314
409.3464	59.8720	31.3744	4.4315	3.2194	0.9512	134.3960	47.1547	11.4230	3.2903	4.2127
409.4988	62.0349	32.6132	4.6048	3.3238	0.9891	124.2245	41.0012	8.0324	0.4301	3.3003
409.6512	62.9273	33.3636	4.7021	3.3399	1.0135	147.6213	45.8750	12.8293	2.1290	1.5316
409.8036	68.4947	36.2365	5.1956	3.6443	1.0833	132.4405	45.8510	17.4539	2.5017	2.8360
409.9560	67.7332	36.5057	5.2307	3.5279	1.0920	144.7461	51.4692	20.7874	3.0293	3.1316
410.1084	69.6195	38.7200	5.5446	3.4908	1.1589	128.8494	53.4267	13.9690	3.2445	2.1636
410.2608	70.7072	40.5015	5.7215	3.4124	1.2277	151.8742	49.0582	15.0314	3.5427	0.3595
410.4132	72.1414	41.5876	5.8066	3.4517	1.2741	148.6245	63.5894	15.6084	4.5756	0.9745
410.5656	70.6231	40.4395	5.5361	3.4099	1.2608	146.5259	45.6256	17.0540	2.3985	0.7211
410.7180	66.2541	37.7657	5.0139	3.2184	1.2083	134.2166	47.8903	14.0860	2.7540	2.5078
410.8704	64.3875	36.2191	4.5681	3.1823	1.2063	125.4853	46.6101	14.1484	3.1036	2.6123
411.0228	63.4092	35.1815	4.1709	3.1890	1.2244	129.2027	49.5551	13.9020	2.6425	2.5025
411.1752	63.3293	34.8605	4.0059	3.2162	1.2383	127.4071	51.1604	12.3240	2.5026	3.4627
411.3276	63.6666	34.7125	4.0412	3.2710	1.2227	130.6797	47.9856	11.4147	2.0274	2.8047
411.4800	64.7725	34.5817	4.2123	3.4107	1.1813	130.6914	53.0795	14.1014	2.3495	2.9753
411.6324	64.5109	33.9336	4.2900	3.4544	1.1282	130.7087	58.8178	13.6324	2.0400	1.7384
411.7848	65.4298	34.8190	4.5216	3.4582	1.1340	129.4294	48.5913	11.7652	1.8776	2.1720
411.9372	64.6375	36.4179	4.7228	3.1880	1.1873	141.4674	49.6100	19.6708	1.9360	1.6329
412.0896	64.1250	38.0039	4.9690	2.9510	1.2310	135.7474	52.0791	15.0777	1.8474	2.0937
412.2420	62.4278	38.2448	5.0525	2.7320	1.2285	124.9389	48.0936	13.2694	3.6364	2.0319
412.3944	64.6834	40.2672	5.4281	2.7584	1.2721	130.8625	47.6384	12.8946	2.1872	0.5626
412.5468	65.8390	41.9942	5.6840	2.6938	1.3221	143.4968	54.5748	13.3379	0.8370	0.9006
412.6992	64.6868	42.5654	5.7290	2.4991	1.3464	130.4975	40.8442	13.3200	1.0628	1.6965
412.8516	61.5456	41.4676	5.5581	2.2683	1.3163	120.1656	42.5006	8.0783	2.0978	2.7248
413.0040	60.9044	41.1318	5.5310	2.2338	1.3021	126.3752	44.8445	8.9612	2.5029	3.5439
413.1564	60.1351	40.3370	5.5017	2.2366	1.2616	127.1790	47.8035	9.9645	3.6285	3.2616
413.3088	57.9908	38.4200	5.3094	2.2110	1.1880	124.1663	43.1092	8.6589	1.8827	2.6803
413.4612	56.8020	36.7930	5.2026	2.2605	1.1143	117.4844	42.2815	11.3918	1.3790	1.2890
413.6136	56.5477	36.1275	5.2023	2.3069	1.0756	117.5635	43.4307	16.3348	1.8501	1.0130
413.7660	56.3309	36.9276	5.3651	2.1920	1.0900	121.7731	35.7193	11.8745	2.2666	2.4258
413.9184	55.8608	38.9248	5.6755	1.9133	1.1450	120.4613	38.1106	9.9539	2.1659	2.4084
414.0708	56.0880	41.0179	6.0516	1.7025	1.1926	121.7649	43.2915	13.1018	1.5633	3.1563
414.2232	56.6889	41.2058	6.2171	1.7492	1.1708	118.6569	45.3583	14.0298	0.9005	3.4510
414.3756	56.2751	39.6864	6.0626	1.8741	1.1128	121.4838	40.7973	11.9293	1.3655	2.7608
414.5280	56.5067	38.5946	5.8823	2.0236	1.0849	119.1566	42.7203	10.2665	2.6036	2.8653
414.6804	57.6385	39.1654	5.8586	2.0869	1.1228	120.3925	49.2352	9.8870	2.8319	3.2067
414.8328	58.9759	39.7557	5.8188	2.1714	1.1651	128.1024	52.8030	9.0629	2.2451	1.7929
414.9852	59.2735	39.8942	5.7437	2.1893	1.1880	131.4153	45.9679	10.7348	2.2619	1.6837
415.1376	58.9784	39.8866	5.7371	2.1569	1.1888	128.4369	42.5399	12.4628	2.9216	2.2052
415.2900	59.8500	40.3453	5.8239	2.2035	1.1984	126.0286	46.1101	15.1799	1.8396	2.5940
415.4424	61.9159	41.0028	5.9190	2.3626	1.2179	131.1112	49.2731	15.8586	0.9582	3.4620
415.5948	63.3610	40.2141	5.7806	2.6150	1.1993	138.3892	48.0308	12.7501	1.9065	3.7531
415.7472	62.3693	37.9467	5.4230	2.7591	1.1379	132.6548	46.0068	13.1952	2.8254	2.1403
415.8996	60.9403	35.4477	5.0097	2.8800	1.0741	126.6655	41.7034	12.7103	3.5310	0.6402
416.0520	60.6349	34.1005	4.6978	2.9977	1.0573	132.7033	42.7363	9.9316	2.5936	2.2032
416.2044	61.9938	34.6127	4.6096	3.0933	1.1046	133.4684	50.6964	9.7039	2.1720	2.5312
416.3568	64.2071	36.6819	4.7871	3.1096	1.1900	132.2367	54.9534	12.7194	2.5275	2.1563
416.5092	66.6147	38.9737	5.0965	3.1227	1.2623	141.5960	55.8901	15.3422	2.9765	2.2188
416.6616	68.0259	39.3843	5.2126	3.2357	1.2632	150.7221	53.6517	17.0543	2.5388	2.3907
416.8140	67.5648	37.4960	5.0177	3.3969	1.1918	148.4060	50.9292	15.4209	1.4807	2.6169
416.9664	66.6703	35.3822	4.8580	3.5347	1.1003	147.4219	48.8695	11.4378	2.5538	1.2769
417.1188	65.2998	34.0380	4.8247	3.5317	1.0286	147.5293	50.5031	12.6971	2.8993	1.5929
417.2712	64.1096	33.4478	4.8690	3.4639	0.9854	139.4998	47.3582	11.9336	2.4215	1.9582
417.4236	63.6390	33.9165	4.9817	3.3578	0.9905	138.6879	42.3701	12.1096	1.0196	1.6600
417.5760	64.9396	35.3605	5.2049	3.3416	1.0304	140.3905	46.3914	13.0310	1.4494	1.0039
417.7284	66.6455	36.6646	5.3934	3.3870	1.0691	140.0618	49.6249	12.1609	2.0860	1.1820
417.8808	66.1062	36.4081	5.3028	3.3551	1.0721	137.2171	49.3594	15.0545	2.1408	2.8049
418.0332	63.7273	35.4154	5.1073	3.1985	1.0529	130.3135	49.5067	14.0925	2.8184	3.7204
418.1856	60.5312	34.2620	4.9148	2.9677	1.0238	134.2791	44.9686	8.8055	3.1489	2.4371
418.3380	58.7322	33.6654	4.8542	2.8319	1.0011	125.2803	44.4890	11.9541	4.9831	0.8226
418.4904	58.5564	34.0969	4.9647	2.7632	1.0043	121.5642	47.2973	15.9361	3.8199	2.0478
418.6428	59.1280	35.3268	5.2168	2.6889	1.0261	128.6253	49.2064	10.1096	2.3105	5.7175
418.7952	60.1629	37.7383	5.6217	2.5334	1.0865	129.7201	46.5389	11.1729	2.1857	4.5229
418.9476	61.0038	39.6757	5.9869	2.4095	1.1272	135.2178	45.9772	15.4727	2.8350	2.1808
419.1000	62.4618	42.1318	6.4323	2.2967	1.1822	131.5021	48.5682	15.4718	3.0507	2.8291
419.2524	62.3382	42.8806	6.5810	2.1982	1.1964	140.0477	47.9109	11.8356	2.6138	2.6364
419.4048	61.6764	42.7379	6.5098	2.1395	1.2021	135.4978	47.1015	10.2823	2.6121	1.3062
419.5572	60.7541	41.8206	6.2005	2.1390	1.2099	126.3449	46.6874	14.7027	2.3866	1.8635
419.7096	59.7334	41.1938	5.9958	2.0945	1.2138	131.1096	46.2163	12.8870	2.0626	2.5740
419.8620	58.6851	42.6111	6.1255	1.8159	1.2707	132.0925	35.9853	14.1328	2.3242	1.7894
420.0144	55.6338	42.7119	6.1682	1.4598	1.2681	126.8266	39.8730	14.1088	2.0832	2.9843
420.1668	54.8060	43.2677	6.1676	1.3035	1.3006	120.4534	31.7836	11.7593	2.9668	2.6132
420.3192	55.0807	42.3332	5.9135	1.4401	1.2964	121.7524	41.3121	12.6176	3.0698	2.9572
420.4716	55.9646	41.4520	5.6745	1.6395	1.2924	131.7478	39.8432	14.1947	1.1526	3.7528
420.6240	54.3616	39.0174	5.2853	1.7335	1.2275	122.8418	39.5877	11.7893	2.2790	3.2322
420.7764	53.9347	37.9497	5.0762	1.8059	1.2067	114.6923	38.6568	11.8918	0.9550	2.3901
420.9288	55.8010	39.3248	5.1813	1.8613	1.2660	134.3515	41.0643	12.6101	0.5980	0.2990
421.0812	57.1600	40.1182	5.2780	1.9253	1.2931	134.1534	48.4668	15.5862	2.1834	1.0195
421.2336	57.3985	39.6728	5.2363	2.0025	1.2754	122.5396	40.3283	16.7101	1.4381	0.9305
421.3860	55.5051	38.0507	5.0746	1.9719	1.2129	124.5770	40.9364	13.1479	3.7495	4.3825
421.5384	55.6839	37.5985	5.0896	2.0432	1.1836	120.0159	36.3437	12.8729	1.6410	3.9097
421.6908	56.6131	37.9563	5.2526	2.1077	1.1722	121.2269	36.2523	12.2388	3.0213	1.9585
421.8432	60.3478	39.7936	5.5887	2.3221	1.2127	122.5040	45.6788	14.2546	2.3090	2.0753
421.9956	60.4419	39.4479	5.5295	2.3717	1.2043	139.0555	42.1443	13.2848	3.8114	2.3943
422.1480	60.5413	39.3865	5.4319	2.3899	1.2200	110.1581	41.2042	11.8289	3.2637	1.3055
422.3004	59.7808	38.4866	5.2408	2.4057	1.2054	117.8934	45.5478	15.1791	3.0642	1.3057
422.4528	63.9390	41.9431	5.7202	2.4849	1.3119	129.2211	49.1729	12.9694	2.0529	1.4924
422.6052	64.5059	43.4151	5.9848	2.3827	1.3454	138.7476	53.4990	15.7101	2.7893	2.5243
422.7576	65.8908	44.8232	6.2927	2.3801	1.3665	128.9395	49.5399	12.1650	3.9167	1.8759
422.9100	66.8316	45.2987	6.3979	2.4326	1.3734	136.9391	53.0148	16.0170	3.7654	1.7664
423.0624	67.6791	44.8135	6.4028	2.5832	1.3442	143.6535	49.6572	21.7467	2.7366	4.9956
423.2148	66.1045	43.2496	6.1584	2.5820	1.3014	132.3196	53.5908	8.1421	3.8361	3.1426
423.3672	64.8055	42.0157	5.9978	2.5746	1.2613	129.4964	41.6119	14.1181	4.4333	3.3674
423.5196	63.3542	41.0932	5.8682	2.5149	1.2332	130.8100	51.8577	17.9331	3.0349	4.1831
423.6720	66.5089	42.9885	6.1978	2.6572	1.2784	120.5697	44.8922	15.7932	1.9881	2.0822
423.8244	67.8626	44.0194	6.4089	2.6936	1.2967	150.1005	51.3024	16.8317	1.3460	2.6038
423.9768	69.7295	45.6984	6.6970	2.7148	1.3376	145.8420	49.9441	15.6366	2.5368	3.8415
424.1292	69.3088	46.1178	6.7515	2.6199	1.3512	138.5280	45.0340	15.1412	1.3026	2.6052
424.2816	68.1967	46.1210	6.7282	2.4940	1.3560	141.3030	56.4822	17.4253	1.3992	2.4764
424.4340	67.7419	46.9804	6.8480	2.3455	1.3824	142.3428	47.7483	15.5616	4.4837	2.0003
424.5864	66.1467	46.6871	6.8340	2.1984	1.3680	138.3343	48.8638	11.8512	1.8957	3.1663
424.7388	65.4670	47.1087	6.8592	2.0740	1.3876	139.5450	50.9932	10.5483	2.6131	4.5228
424.8912	67.5089	48.5786	6.9349	2.1386	1.4583	131.9410	55.3294	16.3986	2.7314	2.0529
425.0436	66.4751	47.6694	6.6304	2.1245	1.4655	146.3045	55.5183	16.9816	2.6132	2.6129
425.1960	64.0948	45.2260	6.2019	2.1317	1.4079	125.3679	51.4198	14.0298	4.9175	3.6284
425.3484	61.2786	42.7229	5.8813	2.0963	1.3255	128.3891	42.9086	7.9077	3.0621	1.3625
425.5008	61.1448	42.1777	5.9124	2.1428	1.2876	122.0943	52.3347	13.6946	1.2593	1.9874
425.6532	60.7195	41.2578	5.9010	2.1986	1.2363	124.4325	47.3159	10.5866	1.3071	2.3533
425.8056	59.9601	39.6345	5.7972	2.2962	1.1623	104.0177	45.2298	13.2259	1.6350	1.3065
425.9580	59.9011	39.7220	5.9346	2.2797	1.1402	112.5637	42.4535	10.6717	2.3905	1.8558
426.1104	62.8095	42.2196	6.3937	2.3261	1.1949	117.5935	44.1258	10.0871	1.6778	3.4024
426.2628	63.3141	43.2254	6.5264	2.2695	1.2272	118.5264	47.2484	14.7339	1.7853	3.5992
426.4152	63.1331	43.9290	6.6516	2.1695	1.2435	114.8129	40.7041	12.7652	2.2568	2.0155
426.5676	63.9031	45.4630	6.9031	2.0832	1.2831	116.6254	44.7432	11.1090	2.2861	1.3065
426.7200	65.9441	48.1475	7.3258	2.0105	1.3559	127.6652	49.9833	14.4397	2.2548	1.6007
426.8724	68.6062	51.7235	7.7914	1.9073	1.4721	132.2678	45.7491	15.4279	2.0124	2.1607
427.0248	70.0688	53.7747	8.1196	1.8408	1.5267	141.0778	41.9341	16.1091	2.4155	4.3515
427.1772	71.4053	56.1352	8.5306	1.7251	1.5829	139.5468	51.9064	14.9333	4.1244	3.9607
427.3296	71.2484	56.5682	8.6606	1.6585	1.5824	139.2508	52.3893	13.8232	1.7034	2.9014
427.4820	70.3028	57.3740	8.7609	1.4606	1.6095	142.3522	46.7970	13.6970	2.7542	3.1575
427.6344	67.4746	56.0884	8.5086	1.2863	1.5845	145.1626	47.3517	15.9268	3.8174	4.3710
427.7868	67.5095	56.5819	8.5475	1.2345	1.6056	123.3793	47.8007	20.0763	4.0796	4.1453
427.9392	63.1421	52.8595	7.9575	1.1617	1.5054	140.9928	59.4802	12.7190	2.1525	3.4506
428.0916	66.3655	56.1856	8.4332	1.1500	1.6051	111.6980	42.4604	13.7178	2.6127	5.2248
428.2440	63.6779	54.8885	8.2068	0.9930	1.5743	137.4958	60.9039	19.0916	2.6189	3.2029
428.3964	66.5430	58.1210	8.6403	0.9515	1.6769	120.1268	51.3972	10.4860	2.7188	2.2973
428.5488	63.5495	54.7305	8.0300	0.9963	1.6001	127.5493	46.3192	17.1230	2.7325	4.1910
428.7012	64.9557	54.2827	7.8156	1.2058	1.6164	137.4226	41.6990	8.8613	3.2536	2.5511
428.8536	64.2771	52.0939	7.3558	1.3764	1.5798	140.2488	40.6806	16.8394	2.1326	3.7730
429.0060	64.8556	51.6667	7.1868	1.4900	1.5883	135.4706	44.4413	15.1476	1.0940	1.9807
429.1584	64.5168	51.2777	7.0591	1.4957	1.5909	143.1549	44.2113	11.5786	2.0486	2.9375
429.3108	65.6771	51.8476	6.9786	1.5623	1.6400	137.4705	45.5813	13.3601	1.5296	2.7346
429.4632	65.2621	50.8366	6.7226	1.6297	1.6317	144.5425	42.4372	16.3675	2.6722	3.6778
429.6156	64.9764	48.6927	6.2404	1.8396	1.6022	134.7802	41.2158	17.7345	3.8705	2.8124
429.7680	63.0852	45.7522	5.8373	1.9581	1.5106	130.4215	44.9379	18.1393	1.6052	2.4227
429.9204	61.0794	43.7917	5.6155	1.9530	1.4403	128.9528	46.6319	12.5470	0.6648	1.8728
430.0728	61.1549	43.6080	5.7385	1.9823	1.4053	127.7267	38.8462	12.9776	1.5587	0.9002
430.2252	60.0542	43.1810	5.6912	1.9062	1.3898	128.3931	49.0315	17.3260	2.1175	0.2053
430.3776	58.8038	41.1159	5.3891	1.9983	1.3292	114.5914	50.1705	8.7818	2.5877	1.0256
430.5300	57.5240	39.7575	5.1382	2.0071	1.2997	105.0200	44.6489	10.9218	1.6385	1.9119
430.6824	57.4888	38.7681	4.9764	2.1149	1.2741	122.9041	46.5849	10.5466	0.7853	0.8874
430.8348	59.5660	40.1577	5.1136	2.1926	1.3279	114.0017	42.1885	9.6255	1.2977	3.7491
430.9872	57.0830	38.6283	4.8834	2.0849	1.2843	121.0428	46.1704	11.5036	0.7173	0.2112
431.1396	55.1324	37.3113	4.6795	2.0133	1.2479	104.4373	40.2721	10.2399	2.7304	1.3652
431.2920	53.7815	35.8519	4.4889	2.0256	1.2006	106.0990	36.4685	14.2485	2.8588	1.4537
431.4444	57.4945	37.3901	4.7242	2.2713	1.2437	127.4543	35.4079	7.9862	2.6410	3.9224
431.5968	64.3517	40.1806	5.2242	2.7307	1.3073	132.1903	42.1917	15.4827	4.0346	4.0740
431.7492	68.6901	42.8706	5.7243	2.9169	1.3652	143.5302	59.2175	8.5590	1.9079	3.2450
431.9016	70.7574	44.7039	6.0568	2.9433	1.4062	139.3051	53.9378	10.2492	0.7778	2.6579
432.0540	70.2350	45.7334	6.1869	2.7680	1.4404	140.8609	53.3410	10.9551	2.5310	1.3459
432.2064	70.5234	46.0981	6.2211	2.7594	1.4549	146.9937	42.0673	19.0019	1.4535	2.1098
432.3588	67.8303	42.8092	5.7627	2.8267	1.3540	121.3624	61.8879	18.8411	3.1399	3.8744
432.5112	64.1125	39.7581	5.4350	2.7514	1.2411	117.8888	50.5774	7.9887	0.0001	1.4965
432.6636	62.3998	39.0031	5.4413	2.6432	1.1959	110.4410	47.5084	9.7738	0.2740	3.2809
432.8160	60.8873	39.8113	5.6646	2.3810	1.1988	124.7159	49.9910	11.4548	2.6561	1.8982
432.9684	60.4673	40.0523	5.5947	2.3063	1.2266	112.9860	45.1006	10.3400	1.8807	0.9106
433.1208	57.8176	37.8644	5.0602	2.2542	1.2049	119.5296	41.0710	11.0748	1.1960	2.5370
433.2732	58.1103	36.8748	4.6430	2.3990	1.2297	112.6895	44.0770	11.4225	4.1084	1.9452
433.4256	59.0553	36.0271	4.3767	2.6016	1.2330	120.9029	39.4709	13.9877	0.2934	1.3071
433.5780	59.8292	35.3900	4.2597	2.7610	1.2190	119.5619	48.4343	11.4411	1.8553	1.4102
433.7304	61.1731	34.9602	4.3162	2.9613	1.1828	117.0345	47.2483	9.9846	1.3159	1.7400
433.8828	58.7566	32.5676	4.1170	2.9586	1.0828	130.3061	40.1572	10.7244	1.7073	0.6778
434.0352	58.5379	31.4901	4.0830	3.0557	1.0268	104.0674	43.8573	9.9220	2.7691	1.2819
434.1876	56.5205	29.3490	3.8365	3.0696	0.9508	124.2786	35.2965	10.4088	1.0668	3.8182
434.3400	58.7234	29.8170	3.9375	3.2656	0.9581	113.5323	33.5717	10.8326	2.5663	3.1051
434.4924	59.9109	29.3352	3.9876	3.4542	0.9202	117.6864	39.0493	13.1904	1.9785	1.6775
434.6448	62.2113	28.8556	4.0919	3.7683	0.8716	113.1567	49.1718	13.2300	1.8798	0.6765
434.7972	60.8306	26.8006	3.9453	3.8445	0.7809	114.8106	48.7469	11.2343	1.4856	0.4971
434.9496	62.8855	25.9274	3.9558	4.1753	0.7280	107.1912	36.2054	10.7663	2.3538	0.6527
435.1020	65.1098	26.3257	4.0875	4.3815	0.7252	122.1798	45.5712	13.6794	3.4336	2.2714
435.2544	71.1986	28.8499	4.6172	4.7842	0.7674	122.5033	49.1403	12.4575	3.5663	1.8323
435.4068	72.7449	30.8876	5.0841	4.7287	0.7938	136.0633	47.8274	14.1897	3.1604	3.0839
435.5592	71.7461	32.1254	5.3710	4.4760	0.8092	139.4969	44.8831	15.0939	4.0426	2.6484
435.7116	68.2635	31.0961	5.1841	4.1989	0.7862	126.9540	45.9681	15.8425	2.4999	2.6960
435.8640	66.7622	29.7911	4.8998	4.1767	0.7664	130.5081	43.4081	10.6019	2.1624	2.4072
436.0164	67.7922	29.4663	4.8645	4.3298	0.7545	131.8472	51.0455	12.1480	3.3051	2.2062
436.1688	70.4553	31.2114	5.2351	4.4335	0.7828	135.2350	45.5326	10.4840	5.0078	2.7327
436.3212	71.6806	32.7766	5.6079	4.3951	0.8003	137.8430	50.9072	8.9693	4.9430	2.2479
436.4736	71.4393	33.8543	5.8619	4.2461	0.8128	134.8124	54.6545	11.3362	3.2692	1.8067
436.6260	67.4663	32.5946	5.6766	3.9395	0.7761	134.5583	47.4052	12.5368	2.0165	1.9843
436.7784	64.8037	31.8902	5.5004	3.7183	0.7699	117.1817	43.2348	11.2696	2.1994	1.6178
436.9308	64.2660	31.6940	5.3864	3.6797	0.7810	125.5954	44.9732	11.4454	2.8614	4.2618
437.0832	66.1805	32.8614	5.5542	3.7641	0.8158	132.4055	47.3283	11.7817	3.0108	4.6009
437.2356	65.8691	33.0728	5.6075	3.7051	0.8176	129.1717	47.8420	13.8131	3.2091	1.8398
437.3880	63.9263	32.9993	5.5951	3.4939	0.8158	128.6233	40.6097	16.1863	3.5409	1.5278
437.5404	63.5380	34.3782	5.7244	3.2943	0.8706	121.7358	46.1418	11.2136	3.0175	3.3048
437.6928	63.9459	36.7898	5.8747	3.0679	0.9813	127.5956	50.8423	13.9147	2.5078	3.7380
437.8452	64.3289	39.6343	6.0078	2.7898	1.1206	135.3398	44.8278	16.4095	2.4573	2.6933
437.9976	63.3058	41.4025	6.0139	2.4745	1.2224	134.9841	43.4930	13.5307	3.6901	2.3047
438.1500	63.3429	43.1689	6.1537	2.2791	1.2976	134.0493	46.7122	11.3108	2.1406	2.3758
438.3024	63.5447	44.3744	6.3579	2.1657	1.3275	143.9677	48.0546	12.3363	1.9532	1.6815
438.4548	63.0377	44.1998	6.3557	2.1282	1.3177	139.5597	47.8675	13.6346	2.4298	1.0384
438.6072	61.6143	43.0119	6.1148	2.1016	1.2962	127.9684	49.1095	12.9999	2.7033	2.3519
438.7596	59.3142	40.9238	5.7018	2.0776	1.2562	126.5922	49.4509	12.6605	3.3532	3.6816
438.9120	58.4944	40.1526	5.5271	2.0721	1.2458	120.1190	40.4678	14.0367	1.9745	3.3419
439.0644	57.8693	40.0685	5.5071	2.0110	1.2449	127.6876	36.7583	12.3208	1.3345	2.6600
439.2168	58.3629	40.7965	5.5890	1.9845	1.2711	128.1550	38.6672	14.3125	0.6153	2.0054
